text,cantica,canto,line
"Which, coming on against me by degrees",Inferno,1,59
Thrust me back thither where the sun is silent.,Inferno,1,60
"While I was rushing downward to the lowland,",Inferno,1,61
"Before mine eyes did one present himself,",Inferno,1,62
Who seemed from long-continued silence hoarse.,Inferno,1,63
"When I beheld him in the desert vast,",Inferno,1,64
"“Have pity on me,” unto him I cried,",Inferno,1,65
"“Whiche’er thou art, or shade or real man!”",Inferno,1,66
"He answered me: “Not man; man once I was,",Inferno,1,67
"And both my parents were of Lombardy,",Inferno,1,68
And Mantuans by country both of them.,Inferno,1,69
"‘Sub Julio’ was I born, though it was late,",Inferno,1,70
"And lived at Rome under the good Augustus,",Inferno,1,71
During the time of false and lying gods.,Inferno,1,72
"A poet was I, and I sang that just",Inferno,1,73
"Son of Anchises, who came forth from Troy,",Inferno,1,74
After that Ilion the superb was burned.,Inferno,1,75
"But thou, why goest thou back to such annoyance?",Inferno,1,76
"Why climb’st thou not the Mount Delectable,",Inferno,1,77
Which is the source and cause of every joy?”,Inferno,1,78
"“Now, art thou that Virgilius and that fountain",Inferno,1,79
Which spreads abroad so wide a river of speech?”,Inferno,1,80
I made response to him with bashful forehead.,Inferno,1,81
"“O, of the other poets honour and light,",Inferno,1,82
Avail me the long study and great love,Inferno,1,83
That have impelled me to explore thy volume!,Inferno,1,84
"Thou art my master, and my author thou,",Inferno,1,85
Thou art alone the one from whom I took,Inferno,1,86
The beautiful style that has done honour to me.,Inferno,1,87
"Behold the beast, for which I have turned back;",Inferno,1,88
"Do thou protect me from her, famous Sage,",Inferno,1,89
For she doth make my veins and pulses tremble.”,Inferno,1,90
"“Thee it behoves to take another road,”",Inferno,1,91
"Responded he, when he beheld me weeping,",Inferno,1,92
“If from this savage place thou wouldst escape;,Inferno,1,93
"Because this beast, at which thou criest out,",Inferno,1,94
"Suffers not any one to pass her way,",Inferno,1,95
"But so doth harass him, that she destroys him;",Inferno,1,96
"And has a nature so malign and ruthless,",Inferno,1,97
"That never doth she glut her greedy will,",Inferno,1,98
And after food is hungrier than before.,Inferno,1,99
"Many the animals with whom she weds,",Inferno,1,100
"And more they shall be still, until the Greyhound",Inferno,1,101
"Comes, who shall make her perish in her pain.",Inferno,1,102
"He shall not feed on either earth or pelf,",Inferno,1,103
"But upon wisdom, and on love and virtue;",Inferno,1,104
’Twixt Feltro and Feltro shall his nation be;,Inferno,1,105
"Of that low Italy shall he be the saviour,",Inferno,1,106
"On whose account the maid Camilla died,",Inferno,1,107
"Euryalus, Turnus, Nisus, of their wounds;",Inferno,1,108
"Through every city shall he hunt her down,",Inferno,1,109
"Until he shall have driven her back to Hell,",Inferno,1,110
There from whence envy first did let her loose.,Inferno,1,111
Therefore I think and judge it for thy best,Inferno,1,112
"Thou follow me, and I will be thy guide,",Inferno,1,113
"And lead thee hence through the eternal place,",Inferno,1,114
"Where thou shalt hear the desperate lamentations,",Inferno,1,115
"Shalt see the ancient spirits disconsolate,",Inferno,1,116
Who cry out each one for the second death;,Inferno,1,117
And thou shalt see those who contented are,Inferno,1,118
"Within the fire, because they hope to come,",Inferno,1,119
"Whene’er it may be, to the blessed people;",Inferno,1,120
"To whom, then, if thou wishest to ascend,",Inferno,1,121
A soul shall be for that than I more worthy;,Inferno,1,122
With her at my departure I will leave thee;,Inferno,1,123
"Because that Emperor, who reigns above,",Inferno,1,124
"In that I was rebellious to his law,",Inferno,1,125
Wills that through me none come into his city.,Inferno,1,126
"He governs everywhere, and there he reigns;",Inferno,1,127
There is his city and his lofty throne;,Inferno,1,128
O happy he whom thereto he elects!”,Inferno,1,129
"And I to him: “Poet, I thee entreat,",Inferno,1,130
"By that same God whom thou didst never know,",Inferno,1,131
"So that I may escape this woe and worse,",Inferno,1,132
"Thou wouldst conduct me there where thou hast said,",Inferno,1,133
"That I may see the portal of Saint Peter,",Inferno,1,134
And those thou makest so disconsolate.”,Inferno,1,135
"Then he moved on, and I behind him followed.",Inferno,1,136
"Day was departing, and the embrowned air",Inferno,2,1
Released the animals that are on earth,Inferno,2,2
From their fatigues; and I the only one,Inferno,2,3
"Made myself ready to sustain the war,",Inferno,2,4
"Both of the way and likewise of the woe,",Inferno,2,5
Which memory that errs not shall retrace.,Inferno,2,6
"O Muses, O high genius, now assist me!",Inferno,2,7
"O memory, that didst write down what I saw,",Inferno,2,8
Here thy nobility shall be manifest!,Inferno,2,9
"And I began: “Poet, who guidest me,",Inferno,2,10
"Regard my manhood, if it be sufficient,",Inferno,2,11
Ere to the arduous pass thou dost confide me.,Inferno,2,12
"Thou sayest, that of Silvius the parent,",Inferno,2,13
"While yet corruptible, unto the world",Inferno,2,14
"Immortal went, and was there bodily.",Inferno,2,15
But if the adversary of all evil,Inferno,2,16
"Was courteous, thinking of the high effect",Inferno,2,17
"That issue would from him, and who, and what,",Inferno,2,18
To men of intellect unmeet it seems not;,Inferno,2,19
"For he was of great Rome, and of her empire",Inferno,2,20
In the empyreal heaven as father chosen;,Inferno,2,21
"The which and what, wishing to speak the truth,",Inferno,2,22
"Were stablished as the holy place, wherein",Inferno,2,23
Sits the successor of the greatest Peter.,Inferno,2,24
"Upon this journey, whence thou givest him vaunt,",Inferno,2,25
"Things did he hear, which the occasion were",Inferno,2,26
Both of his victory and the papal mantle.,Inferno,2,27
"Thither went afterwards the Chosen Vessel,",Inferno,2,28
"To bring back comfort thence unto that Faith,",Inferno,2,29
Which of salvation’s way is the beginning.,Inferno,2,30
"But I, why thither come, or who concedes it?",Inferno,2,31
"I not Aeneas am, I am not Paul,",Inferno,2,32
"Nor I, nor others, think me worthy of it.",Inferno,2,33
"Therefore, if I resign myself to come,",Inferno,2,34
I fear the coming may be ill-advised;,Inferno,2,35
"Thou’rt wise, and knowest better than I speak.”",Inferno,2,36
"And as he is, who unwills what he willed,",Inferno,2,37
"And by new thoughts doth his intention change,",Inferno,2,38
"So that from his design he quite withdraws,",Inferno,2,39
"Such I became, upon that dark hillside,",Inferno,2,40
"Because, in thinking, I consumed the emprise,",Inferno,2,41
Which was so very prompt in the beginning.,Inferno,2,42
"“If I have well thy language understood,”",Inferno,2,43
"Replied that shade of the Magnanimous,",Inferno,2,44
"“Thy soul attainted is with cowardice,",Inferno,2,45
"Which many times a man encumbers so,",Inferno,2,46
"It turns him back from honoured enterprise,",Inferno,2,47
"As false sight doth a beast, when he is shy.",Inferno,2,48
"That thou mayst free thee from this apprehension,",Inferno,2,49
"I’ll tell thee why I came, and what I heard",Inferno,2,50
At the first moment when I grieved for thee.,Inferno,2,51
"Among those was I who are in suspense,",Inferno,2,52
"And a fair, saintly Lady called to me",Inferno,2,53
"In such wise, I besought her to command me.",Inferno,2,54
Her eyes where shining brighter than the Star;,Inferno,2,55
"And she began to say, gentle and low,",Inferno,2,56
"With voice angelical, in her own language:",Inferno,2,57
"‘O spirit courteous of Mantua,",Inferno,2,58
"Of whom the fame still in the world endures,",Inferno,2,59
"And shall endure, long-lasting as the world;",Inferno,2,60
"A friend of mine, and not the friend of fortune,",Inferno,2,61
Upon the desert slope is so impeded,Inferno,2,62
"Upon his way, that he has turned through terror,",Inferno,2,63
"And may, I fear, already be so lost,",Inferno,2,64
"That I too late have risen to his succour,",Inferno,2,65
From that which I have heard of him in Heaven.,Inferno,2,66
"Bestir thee now, and with thy speech ornate,",Inferno,2,67
"And with what needful is for his release,",Inferno,2,68
"Assist him so, that I may be consoled.",Inferno,2,69
"Beatrice am I, who do bid thee go;",Inferno,2,70
"I come from there, where I would fain return;",Inferno,2,71
"Love moved me, which compelleth me to speak.",Inferno,2,72
"When I shall be in presence of my Lord,",Inferno,2,73
Full often will I praise thee unto him.’,Inferno,2,74
"Then paused she, and thereafter I began:",Inferno,2,75
"‘O Lady of virtue, thou alone through whom",Inferno,2,76
The human race exceedeth all contained,Inferno,2,77
"Within the heaven that has the lesser circles,",Inferno,2,78
"So grateful unto me is thy commandment,",Inferno,2,79
"To obey, if ’twere already done, were late;",Inferno,2,80
No farther need’st thou ope to me thy wish.,Inferno,2,81
But the cause tell me why thou dost not shun,Inferno,2,82
"The here descending down into this centre,",Inferno,2,83
From the vast place thou burnest to return to.’,Inferno,2,84
"‘Since thou wouldst fain so inwardly discern,",Inferno,2,85
"Briefly will I relate,’ she answered me,",Inferno,2,86
‘Why I am not afraid to enter here.,Inferno,2,87
Of those things only should one be afraid,Inferno,2,88
Which have the power of doing others harm;,Inferno,2,89
"Of the rest, no; because they are not fearful.",Inferno,2,90
God in his mercy such created me,Inferno,2,91
"That misery of yours attains me not,",Inferno,2,92
Nor any flame assails me of this burning.,Inferno,2,93
"A gentle Lady is in Heaven, who grieves",Inferno,2,94
"At this impediment, to which I send thee,",Inferno,2,95
So that stern judgment there above is broken.,Inferno,2,96
"In her entreaty she besought Lucia,",Inferno,2,97
"And said, “Thy faithful one now stands in need",Inferno,2,98
"Of thee, and unto thee I recommend him.”",Inferno,2,99
"Lucia, foe of all that cruel is,",Inferno,2,100
"Hastened away, and came unto the place",Inferno,2,101
Where I was sitting with the ancient Rachel.,Inferno,2,102
"“Beatrice” said she, “the true praise of God,",Inferno,2,103
"Why succourest thou not him, who loved thee so,",Inferno,2,104
For thee he issued from the vulgar herd?,Inferno,2,105
Dost thou not hear the pity of his plaint?,Inferno,2,106
Dost thou not see the death that combats him,Inferno,2,107
"Beside that flood, where ocean has no vaunt?”",Inferno,2,108
Never were persons in the world so swift,Inferno,2,109
"To work their weal and to escape their woe,",Inferno,2,110
"As I, after such words as these were uttered,",Inferno,2,111
"Came hither downward from my blessed seat,",Inferno,2,112
"Confiding in thy dignified discourse,",Inferno,2,113
"Which honours thee, and those who’ve listened to it.’",Inferno,2,114
"After she thus had spoken unto me,",Inferno,2,115
"Weeping, her shining eyes she turned away;",Inferno,2,116
Whereby she made me swifter in my coming;,Inferno,2,117
"And unto thee I came, as she desired;",Inferno,2,118
"I have delivered thee from that wild beast,",Inferno,2,119
Which barred the beautiful mountain’s short ascent.,Inferno,2,120
"What is it, then?  Why, why dost thou delay?",Inferno,2,121
Why is such baseness bedded in thy heart?,Inferno,2,122
"Daring and hardihood why hast thou not,",Inferno,2,123
Seeing that three such Ladies benedight,Inferno,2,124
"Are caring for thee in the court of Heaven,",Inferno,2,125
And so much good my speech doth promise thee?”,Inferno,2,126
"Even as the flowerets, by nocturnal chill,",Inferno,2,127
"Bowed down and closed, when the sun whitens them,",Inferno,2,128
Uplift themselves all open on their stems;,Inferno,2,129
"Such I became with my exhausted strength,",Inferno,2,130
"And such good courage to my heart there coursed,",Inferno,2,131
"That I began, like an intrepid person:",Inferno,2,132
"“O she compassionate, who succoured me,",Inferno,2,133
"And courteous thou, who hast obeyed so soon",Inferno,2,134
The words of truth which she addressed to thee!,Inferno,2,135
Thou hast my heart so with desire disposed,Inferno,2,136
"To the adventure, with these words of thine,",Inferno,2,137
That to my first intent I have returned.,Inferno,2,138
"Now go, for one sole will is in us both,",Inferno,2,139
"Thou Leader, and thou Lord, and Master thou.”",Inferno,2,140
"Thus said I to him; and when he had moved,",Inferno,2,141
I entered on the deep and savage way.,Inferno,2,142
“Through me the way is to the city dolent;,Inferno,3,1
Through me the way is to eternal dole;,Inferno,3,2
Through me the way among the people lost.,Inferno,3,3
Justice incited my sublime Creator;,Inferno,3,4
"Created me divine Omnipotence,",Inferno,3,5
The highest Wisdom and the primal Love.,Inferno,3,6
"Before me there were no created things,",Inferno,3,7
"Only eterne, and I eternal last.",Inferno,3,8
"All hope abandon, ye who enter in!”",Inferno,3,9
These words in sombre colour I beheld,Inferno,3,10
Written upon the summit of a gate;,Inferno,3,11
"Whence I: “Their sense is, Master, hard to me!”",Inferno,3,12
"And he to me, as one experienced:",Inferno,3,13
"“Here all suspicion needs must be abandoned,",Inferno,3,14
All cowardice must needs be here extinct.,Inferno,3,15
"We to the place have come, where I have told thee",Inferno,3,16
Thou shalt behold the people dolorous,Inferno,3,17
Who have foregone the good of intellect.”,Inferno,3,18
And after he had laid his hand on mine,Inferno,3,19
"With joyful mien, whence I was comforted,",Inferno,3,20
He led me in among the secret things.,Inferno,3,21
"There sighs, complaints, and ululations loud",Inferno,3,22
"Resounded through the air without a star,",Inferno,3,23
"Whence I, at the beginning, wept thereat.",Inferno,3,24
"Languages diverse, horrible dialects,",Inferno,3,25
"Accents of anger, words of agony,",Inferno,3,26
"And voices high and hoarse, with sound of hands,",Inferno,3,27
Made up a tumult that goes whirling on,Inferno,3,28
"For ever in that air for ever black,",Inferno,3,29
"Even as the sand doth, when the whirlwind breathes.",Inferno,3,30
"And I, who had my head with horror bound,",Inferno,3,31
"Said: “Master, what is this which now I hear?",Inferno,3,32
"What folk is this, which seems by pain so vanquished?”",Inferno,3,33
And he to me: “This miserable mode,Inferno,3,34
Maintain the melancholy souls of those,Inferno,3,35
Who lived withouten infamy or praise.,Inferno,3,36
Commingled are they with that caitiff choir,Inferno,3,37
"Of Angels, who have not rebellious been,",Inferno,3,38
"Nor faithful were to God, but were for self.",Inferno,3,39
"The heavens expelled them, not to be less fair;",Inferno,3,40
"Nor them the nethermore abyss receives,",Inferno,3,41
For glory none the damned would have from them.”,Inferno,3,42
"And I: “O Master, what so grievous is",Inferno,3,43
"To these, that maketh them lament so sore?”",Inferno,3,44
He answered: “I will tell thee very briefly.,Inferno,3,45
These have no longer any hope of death;,Inferno,3,46
"And this blind life of theirs is so debased,",Inferno,3,47
They envious are of every other fate.,Inferno,3,48
No fame of them the world permits to be;,Inferno,3,49
Misericord and Justice both disdain them.,Inferno,3,50
"Let us not speak of them, but look, and pass.”",Inferno,3,51
"And I, who looked again, beheld a banner,",Inferno,3,52
"Which, whirling round, ran on so rapidly,",Inferno,3,53
That of all pause it seemed to me indignant;,Inferno,3,54
And after it there came so long a train,Inferno,3,55
"Of people, that I ne’er would have believed",Inferno,3,56
That ever Death so many had undone.,Inferno,3,57
"When some among them I had recognised,",Inferno,3,58
"I looked, and I beheld the shade of him",Inferno,3,59
Who made through cowardice the great refusal.,Inferno,3,60
"Forthwith I comprehended, and was certain,",Inferno,3,61
That this the sect was of the caitiff wretches,Inferno,3,62
Hateful to God and to his enemies.,Inferno,3,63
"These miscreants, who never were alive,",Inferno,3,64
"Were naked, and were stung exceedingly",Inferno,3,65
By gadflies and by hornets that were there.,Inferno,3,66
"These did their faces irrigate with blood,",Inferno,3,67
"Which, with their tears commingled, at their feet",Inferno,3,68
By the disgusting worms was gathered up.,Inferno,3,69
And when to gazing farther I betook me.,Inferno,3,70
People I saw on a great river’s bank;,Inferno,3,71
"Whence said I: “Master, now vouchsafe to me,",Inferno,3,72
"That I may know who these are, and what law",Inferno,3,73
"Makes them appear so ready to pass over,",Inferno,3,74
As I discern athwart the dusky light.”,Inferno,3,75
And he to me: “These things shall all be known,Inferno,3,76
"To thee, as soon as we our footsteps stay",Inferno,3,77
Upon the dismal shore of Acheron.”,Inferno,3,78
"Then with mine eyes ashamed and downward cast,",Inferno,3,79
"Fearing my words might irksome be to him,",Inferno,3,80
From speech refrained I till we reached the river.,Inferno,3,81
And lo! towards us coming in a boat,Inferno,3,82
"An old man, hoary with the hair of eld,",Inferno,3,83
"Crying: “Woe unto you, ye souls depraved!",Inferno,3,84
Hope nevermore to look upon the heavens;,Inferno,3,85
"I come to lead you to the other shore,",Inferno,3,86
To the eternal shades in heat and frost.,Inferno,3,87
"And thou, that yonder standest, living soul,",Inferno,3,88
"Withdraw thee from these people, who are dead!”",Inferno,3,89
"But when he saw that I did not withdraw,",Inferno,3,90
"He said: “By other ways, by other ports",Inferno,3,91
"Thou to the shore shalt come, not here, for passage;",Inferno,3,92
A lighter vessel needs must carry thee.”,Inferno,3,93
"And unto him the Guide: “Vex thee not, Charon;",Inferno,3,94
It is so willed there where is power to do,Inferno,3,95
That which is willed; and farther question not.”,Inferno,3,96
Thereat were quieted the fleecy cheeks,Inferno,3,97
"Of him the ferryman of the livid fen,",Inferno,3,98
Who round about his eyes had wheels of flame.,Inferno,3,99
But all those souls who weary were and naked,Inferno,3,100
"Their colour changed and gnashed their teeth together,",Inferno,3,101
As soon as they had heard those cruel words.,Inferno,3,102
"God they blasphemed and their progenitors,",Inferno,3,103
"The human race, the place, the time, the seed",Inferno,3,104
Of their engendering and of their birth!,Inferno,3,105
"Thereafter all together they drew back,",Inferno,3,106
"Bitterly weeping, to the accursed shore,",Inferno,3,107
Which waiteth every man who fears not God.,Inferno,3,108
"Charon the demon, with the eyes of glede,",Inferno,3,109
"Beckoning to them, collects them all together,",Inferno,3,110
Beats with his oar whoever lags behind.,Inferno,3,111
"As in the autumn-time the leaves fall off,",Inferno,3,112
"First one and then another, till the branch",Inferno,3,113
Unto the earth surrenders all its spoils;,Inferno,3,114
In similar wise the evil seed of Adam,Inferno,3,115
"Throw themselves from that margin one by one,",Inferno,3,116
"At signals, as a bird unto its lure.",Inferno,3,117
"So they depart across the dusky wave,",Inferno,3,118
"And ere upon the other side they land,",Inferno,3,119
Again on this side a new troop assembles.,Inferno,3,120
"“My son,” the courteous Master said to me,",Inferno,3,121
“All those who perish in the wrath of God,Inferno,3,122
Here meet together out of every land;,Inferno,3,123
"And ready are they to pass o’er the river,",Inferno,3,124
"Because celestial Justice spurs them on,",Inferno,3,125
So that their fear is turned into desire.,Inferno,3,126
This way there never passes a good soul;,Inferno,3,127
"And hence if Charon doth complain of thee,",Inferno,3,128
Well mayst thou know now what his speech imports.”,Inferno,3,129
"This being finished, all the dusk champaign",Inferno,3,130
"Trembled so violently, that of that terror",Inferno,3,131
The recollection bathes me still with sweat.,Inferno,3,132
"The land of tears gave forth a blast of wind,",Inferno,3,133
"And fulminated a vermilion light,",Inferno,3,134
"Which overmastered in me every sense,",Inferno,3,135
And as a man whom sleep hath seized I fell.,Inferno,3,136
Broke the deep lethargy within my head,Inferno,4,1
"A heavy thunder, so that I upstarted,",Inferno,4,2
Like to a person who by force is wakened;,Inferno,4,3
"And round about I moved my rested eyes,",Inferno,4,4
"Uprisen erect, and steadfastly I gazed,",Inferno,4,5
To recognise the place wherein I was.,Inferno,4,6
"True is it, that upon the verge I found me",Inferno,4,7
"Of the abysmal valley dolorous,",Inferno,4,8
That gathers thunder of infinite ululations.,Inferno,4,9
"Obscure, profound it was, and nebulous,",Inferno,4,10
So that by fixing on its depths my sight,Inferno,4,11
Nothing whatever I discerned therein.,Inferno,4,12
"“Let us descend now into the blind world,”",Inferno,4,13
"Began the Poet, pallid utterly;",Inferno,4,14
"“I will be first, and thou shalt second be.”",Inferno,4,15
"And I, who of his colour was aware,",Inferno,4,16
"Said: “How shall I come, if thou art afraid,",Inferno,4,17
Who’rt wont to be a comfort to my fears?”,Inferno,4,18
And he to me: “The anguish of the people,Inferno,4,19
Who are below here in my face depicts,Inferno,4,20
That pity which for terror thou hast taken.,Inferno,4,21
"Let us go on, for the long way impels us.”",Inferno,4,22
"Thus he went in, and thus he made me enter",Inferno,4,23
The foremost circle that surrounds the abyss.,Inferno,4,24
"There, as it seemed to me from listening,",Inferno,4,25
"Were lamentations none, but only sighs,",Inferno,4,26
That tremble made the everlasting air.,Inferno,4,27
"And this arose from sorrow without torment,",Inferno,4,28
"Which the crowds had, that many were and great,",Inferno,4,29
Of infants and of women and of men.,Inferno,4,30
To me the Master good: “Thou dost not ask,Inferno,4,31
"What spirits these, which thou beholdest, are?",Inferno,4,32
"Now will I have thee know, ere thou go farther,",Inferno,4,33
"That they sinned not; and if they merit had,",Inferno,4,34
"’Tis not enough, because they had not baptism",Inferno,4,35
Which is the portal of the Faith thou holdest;,Inferno,4,36
"And if they were before Christianity,",Inferno,4,37
In the right manner they adored not God;,Inferno,4,38
And among such as these am I myself.,Inferno,4,39
"For such defects, and not for other guilt,",Inferno,4,40
"Lost are we and are only so far punished,",Inferno,4,41
That without hope we live on in desire.”,Inferno,4,42
"Great grief seized on my heart when this I heard,",Inferno,4,43
Because some people of much worthiness,Inferno,4,44
"I knew, who in that Limbo were suspended.",Inferno,4,45
"“Tell me, my Master, tell me, thou my Lord,”",Inferno,4,46
"Began I, with desire of being certain",Inferno,4,47
"Of that Faith which o’ercometh every error,",Inferno,4,48
"“Came any one by his own merit hence,",Inferno,4,49
"Or by another’s, who was blessed thereafter?”",Inferno,4,50
"And he, who understood my covert speech,",Inferno,4,51
"Replied: “I was a novice in this state,",Inferno,4,52
"When I saw hither come a Mighty One,",Inferno,4,53
With sign of victory incoronate.,Inferno,4,54
"Hence he drew forth the shade of the First Parent,",Inferno,4,55
"And that of his son Abel, and of Noah,",Inferno,4,56
"Of Moses the lawgiver, and the obedient",Inferno,4,57
"Abraham, patriarch, and David, king,",Inferno,4,58
"Israel with his father and his children,",Inferno,4,59
"And Rachel, for whose sake he did so much,",Inferno,4,60
"And others many, and he made them blessed;",Inferno,4,61
"And thou must know, that earlier than these",Inferno,4,62
Never were any human spirits saved.”,Inferno,4,63
"We ceased not to advance because he spake,",Inferno,4,64
"But still were passing onward through the forest,",Inferno,4,65
"The forest, say I, of thick-crowded ghosts.",Inferno,4,66
Not very far as yet our way had gone,Inferno,4,67
"This side the summit, when I saw a fire",Inferno,4,68
That overcame a hemisphere of darkness.,Inferno,4,69
"We were a little distant from it still,",Inferno,4,70
But not so far that I in part discerned not,Inferno,4,71
That honourable people held that place.,Inferno,4,72
"“O thou who honourest every art and science,",Inferno,4,73
"Who may these be, which such great honour have,",Inferno,4,74
That from the fashion of the rest it parts them?”,Inferno,4,75
"And he to me: “The honourable name,",Inferno,4,76
"That sounds of them above there in thy life,",Inferno,4,77
"Wins grace in Heaven, that so advances them.”",Inferno,4,78
In the mean time a voice was heard by me:,Inferno,4,79
“All honour be to the pre-eminent Poet;,Inferno,4,80
"His shade returns again, that was departed.”",Inferno,4,81
"After the voice had ceased and quiet was,",Inferno,4,82
Four mighty shades I saw approaching us;,Inferno,4,83
Semblance had they nor sorrowful nor glad.,Inferno,4,84
To say to me began my gracious Master:,Inferno,4,85
"“Him with that falchion in his hand behold,",Inferno,4,86
"Who comes before the three, even as their lord.",Inferno,4,87
"That one is Homer, Poet sovereign;",Inferno,4,88
"He who comes next is Horace, the satirist;",Inferno,4,89
"The third is Ovid, and the last is Lucan.",Inferno,4,90
Because to each of these with me applies,Inferno,4,91
"The name that solitary voice proclaimed,",Inferno,4,92
"They do me honour, and in that do well.”",Inferno,4,93
Thus I beheld assemble the fair school,Inferno,4,94
"Of that lord of the song pre-eminent,",Inferno,4,95
Who o’er the others like an eagle soars.,Inferno,4,96
"When they together had discoursed somewhat,",Inferno,4,97
"They turned to me with signs of salutation,",Inferno,4,98
"And on beholding this, my Master smiled;",Inferno,4,99
"And more of honour still, much more, they did me,",Inferno,4,100
In that they made me one of their own band;,Inferno,4,101
"So that the sixth was I, ’mid so much wit.",Inferno,4,102
"Thus we went on as far as to the light,",Inferno,4,103
"Things saying ’tis becoming to keep silent,",Inferno,4,104
As was the saying of them where I was.,Inferno,4,105
"We came unto a noble castle’s foot,",Inferno,4,106
"Seven times encompassed with lofty walls,",Inferno,4,107
Defended round by a fair rivulet;,Inferno,4,108
This we passed over even as firm ground;,Inferno,4,109
Through portals seven I entered with these Sages;,Inferno,4,110
We came into a meadow of fresh verdure.,Inferno,4,111
"People were there with solemn eyes and slow,",Inferno,4,112
Of great authority in their countenance;,Inferno,4,113
"They spake but seldom, and with gentle voices.",Inferno,4,114
Thus we withdrew ourselves upon one side,Inferno,4,115
"Into an opening luminous and lofty,",Inferno,4,116
So that they all of them were visible.,Inferno,4,117
"There opposite, upon the green enamel,",Inferno,4,118
"Were pointed out to me the mighty spirits,",Inferno,4,119
Whom to have seen I feel myself exalted.,Inferno,4,120
"I saw Electra with companions many,",Inferno,4,121
"’Mongst whom I knew both Hector and Aeneas,",Inferno,4,122
Caesar in armour with gerfalcon eyes;,Inferno,4,123
I saw Camilla and Penthesilea,Inferno,4,124
"On the other side, and saw the King Latinus,",Inferno,4,125
Who with Lavinia his daughter sat;,Inferno,4,126
"I saw that Brutus who drove Tarquin forth,",Inferno,4,127
"Lucretia, Julia, Marcia, and Cornelia,",Inferno,4,128
"And saw alone, apart, the Saladin.",Inferno,4,129
"When I had lifted up my brows a little,",Inferno,4,130
"The Master I beheld of those who know,",Inferno,4,131
Sit with his philosophic family.,Inferno,4,132
"All gaze upon him, and all do him honour.",Inferno,4,133
"There I beheld both Socrates and Plato,",Inferno,4,134
Who nearer him before the others stand;,Inferno,4,135
"Democritus, who puts the world on chance,",Inferno,4,136
"Diogenes, Anaxagoras, and Thales,",Inferno,4,137
"Zeno, Empedocles, and Heraclitus;",Inferno,4,138
"Of qualities I saw the good collector,",Inferno,4,139
"Hight Dioscorides; and Orpheus saw I,",Inferno,4,140
"Tully and Livy, and moral Seneca,",Inferno,4,141
"Euclid, geometrician, and Ptolemy,",Inferno,4,142
"Galen, Hippocrates, and Avicenna,",Inferno,4,143
"Averroes, who the great Comment made.",Inferno,4,144
"I cannot all of them pourtray in full,",Inferno,4,145
"Because so drives me onward the long theme,",Inferno,4,146
That many times the word comes short of fact.,Inferno,4,147
